||211.75.237.90||传入资料-json:[]传入资料-原始:
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111078234yqeg18g","p3_Amount":"300.00","p4_Cur":"1","p5_ProductName":"贵州双龙航,业务交易号:20181204211022668bab00020","p7_Mp":"/js/2088822285504903/D2018112214099529","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"c363675c2f9a6e6f755ac813e1d24efd"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111078234yqeg18g&p3_Amount=300.00&p4_Cur=1&p5_ProductName=%E8%B4%B5%E5%B7%9E%E5%8F%8C%E9%BE%99%E8%88%AA%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211022668bab00020&p7_Mp=%2Fjs%2F2088822285504903%2FD2018112214099529&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=c363675c2f9a6e6f755ac813e1d24efd
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111089734yqeg18g","p3_Amount":"20.00","p4_Cur":"1","p5_ProductName":"四川森行实,业务交易号:20181204211101346bab00020","p7_Mp":"/js/2088102251926813/D2018112214107104","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"2b3dd17015bb9de88e1556d3d1152667"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111089734yqeg18g&p3_Amount=20.00&p4_Cur=1&p5_ProductName=%E5%9B%9B%E5%B7%9D%E6%A3%AE%E8%A1%8C%E5%AE%9E%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211101346bab00020&p7_Mp=%2Fjs%2F2088102251926813%2FD2018112214107104&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=2b3dd17015bb9de88e1556d3d1152667
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111145524yqeg18g","p3_Amount":"20.00","p4_Cur":"1","p5_ProductName":"浙江鼎诚物,业务交易号:20181204211104779bab00020","p7_Mp":"/js/2088032138561784/D2018112214116065","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"b36489364e92c830a6eae50c8b699069"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111145524yqeg18g&p3_Amount=20.00&p4_Cur=1&p5_ProductName=%E6%B5%99%E6%B1%9F%E9%BC%8E%E8%AF%9A%E7%89%A9%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211104779bab00020&p7_Mp=%2Fjs%2F2088032138561784%2FD2018112214116065&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=b36489364e92c830a6eae50c8b699069
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111157374yqeg18g","p3_Amount":"2994.00","p4_Cur":"1","p5_ProductName":"福建金宏建,业务交易号:20181204211102609bab00020","p7_Mp":"/js/2088012049753610/D2018112614268336","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"8c5f6285436777e5e4599de4be57a755"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111157374yqeg18g&p3_Amount=2994.00&p4_Cur=1&p5_ProductName=%E7%A6%8F%E5%BB%BA%E9%87%91%E5%AE%8F%E5%BB%BA%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211102609bab00020&p7_Mp=%2Fjs%2F2088012049753610%2FD2018112614268336&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=8c5f6285436777e5e4599de4be57a755
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111173394yqeg18g","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"遂宁视盾安,业务交易号:20181204211114705bab00020","p7_Mp":"D2018120214458140","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"b36ba796e229a5dc9c99fc822f116cbb"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111173394yqeg18g&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E9%81%82%E5%AE%81%E8%A7%86%E7%9B%BE%E5%AE%89%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211114705bab00020&p7_Mp=D2018120214458140&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=b36ba796e229a5dc9c99fc822f116cbb
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105200000368","p2_OrderNo":"201812042111200234yqeg18g","p3_Amount":"30.17","p4_Cur":"1","p5_ProductName":"金华市精锐,业务交易号:20181204211103284bab00020","p7_Mp":"/js/2088622891813444/D2018112214100764","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"3b452d8da57a814d4f1d0306fd2cbdac"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105200000368&p2_OrderNo=201812042111200234yqeg18g&p3_Amount=30.17&p4_Cur=1&p5_ProductName=%E9%87%91%E5%8D%8E%E5%B8%82%E7%B2%BE%E9%94%90%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211103284bab00020&p7_Mp=%2Fjs%2F2088622891813444%2FD2018112214100764&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=3b452d8da57a814d4f1d0306fd2cbdac
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042113127384yqeg18g","p3_Amount":"130.00","p4_Cur":"1","p5_ProductName":"乌鲁木齐久,业务交易号:20181204211300939bab00020","p7_Mp":"D2018112614261081","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"e6ee3b5969e3513a3805f8dba825a083"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042113127384yqeg18g&p3_Amount=130.00&p4_Cur=1&p5_ProductName=%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E4%B9%85%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211300939bab00020&p7_Mp=D2018112614261081&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=e6ee3b5969e3513a3805f8dba825a083
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105000005221","p2_OrderNo":"201812042113193194yqeg19j","p3_Amount":"999.00","p4_Cur":"1","p5_ProductName":"蒙城县新发,业务交易号:20181204211234058bab00037","p7_Mp":"/js/2088712197405822/D2018112214129006","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"ff54244cec58cdea3bbd10d767c1dd69"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105000005221&p2_OrderNo=201812042113193194yqeg19j&p3_Amount=999.00&p4_Cur=1&p5_ProductName=%E8%92%99%E5%9F%8E%E5%8E%BF%E6%96%B0%E5%8F%91%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211234058bab00037&p7_Mp=%2Fjs%2F2088712197405822%2FD2018112214129006&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=ff54244cec58cdea3bbd10d767c1dd69
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042118107554yqeg18g","p3_Amount":"20.00","p4_Cur":"1","p5_ProductName":"湖北凯龙楚,业务交易号:20181204211758545bab00020","p7_Mp":"D2018120214471324","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"b535ad4c59b33accf553a1fbde6857f3"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042118107554yqeg18g&p3_Amount=20.00&p4_Cur=1&p5_ProductName=%E6%B9%96%E5%8C%97%E5%87%AF%E9%BE%99%E6%A5%9A%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211758545bab00020&p7_Mp=D2018120214471324&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=b535ad4c59b33accf553a1fbde6857f3
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042119260664yqeg18g","p3_Amount":"50.00","p4_Cur":"1","p5_ProductName":"鼎业(平潭,业务交易号:20181204211914281bab00020","p7_Mp":"D2018120214463538","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"37e3dd29b266a6a7b28fe7fd08023b69"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042119260664yqeg18g&p3_Amount=50.00&p4_Cur=1&p5_ProductName=%E9%BC%8E%E4%B8%9A%28%E5%B9%B3%E6%BD%AD%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204211914281bab00020&p7_Mp=D2018120214463538&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=37e3dd29b266a6a7b28fe7fd08023b69
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042121446674yqeg18g","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"宁夏宗世世,业务交易号:20181204212132524bab00020","p7_Mp":"D2018120214452195","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"b6de337f17a605df5fd0a29cadf34cb0"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042121446674yqeg18g&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E5%AE%81%E5%A4%8F%E5%AE%97%E4%B8%96%E4%B8%96%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204212132524bab00020&p7_Mp=D2018120214452195&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=b6de337f17a605df5fd0a29cadf34cb0
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042122241454yqeg18g","p3_Amount":"500.00","p4_Cur":"1","p5_ProductName":"临沂卓新物,业务交易号:20181204212212869bab00020","p7_Mp":"D2018120214467220","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"1e729983aed1dae0394d419c1eb30f69"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042122241454yqeg18g&p3_Amount=500.00&p4_Cur=1&p5_ProductName=%E4%B8%B4%E6%B2%82%E5%8D%93%E6%96%B0%E7%89%A9%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204212212869bab00020&p7_Mp=D2018120214467220&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=1e729983aed1dae0394d419c1eb30f69
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042235450064yqeg18g","p3_Amount":"30.00","p4_Cur":"1","p5_ProductName":"苏州视力升,业务交易号:20181204223510243bab00020","p7_Mp":"/js/2088222624332954/D2018120214465145","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"b51d370c5767c4b798ddaddb465f8617"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042235450064yqeg18g&p3_Amount=30.00&p4_Cur=1&p5_ProductName=%E8%8B%8F%E5%B7%9E%E8%A7%86%E5%8A%9B%E5%8D%87%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223510243bab00020&p7_Mp=%2Fjs%2F2088222624332954%2FD2018120214465145&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=b51d370c5767c4b798ddaddb465f8617
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042235473864yqeg18g","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"新津捷客商,业务交易号:20181204223458217bab00020","p7_Mp":"/js/2088332233236324/D2018120214466226","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"96f15b04a34a85e83a4e97ae1a87d4a7"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042235473864yqeg18g&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E6%96%B0%E6%B4%A5%E6%8D%B7%E5%AE%A2%E5%95%86%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223458217bab00020&p7_Mp=%2Fjs%2F2088332233236324%2FD2018120214466226&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=96f15b04a34a85e83a4e97ae1a87d4a7
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042237145514yqeg18g","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"驰疆汽车服,业务交易号:20181204223622293bab00020","p7_Mp":"/js/2088712938076959/D2018120214467623","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"e1be69879c19f04c057395d589ad65b0"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042237145514yqeg18g&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E9%A9%B0%E7%96%86%E6%B1%BD%E8%BD%A6%E6%9C%8D%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223622293bab00020&p7_Mp=%2Fjs%2F2088712938076959%2FD2018120214467623&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=e1be69879c19f04c057395d589ad65b0
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042237531394yqeg18g","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"上海禧悦信,业务交易号:20181204223741243bab00020","p7_Mp":"D2018112614259288","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"0d879548a5b46207b4696f7930806df9"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042237531394yqeg18g&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E4%B8%8A%E6%B5%B7%E7%A6%A7%E6%82%A6%E4%BF%A1%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223741243bab00020&p7_Mp=D2018112614259288&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=0d879548a5b46207b4696f7930806df9
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042238225474yqeg18g","p3_Amount":"50.00","p4_Cur":"1","p5_ProductName":"长治市美之,业务交易号:20181204223810238bab00020","p7_Mp":"D2018112614256835","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"86f2135e975a1d68fa4c76a9fc6a0978"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042238225474yqeg18g&p3_Amount=50.00&p4_Cur=1&p5_ProductName=%E9%95%BF%E6%B2%BB%E5%B8%82%E7%BE%8E%E4%B9%8B%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223810238bab00020&p7_Mp=D2018112614256835&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=86f2135e975a1d68fa4c76a9fc6a0978
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042238252124yqeg18g","p3_Amount":"20.00","p4_Cur":"1","p5_ProductName":"奎屯锦瑞祥,业务交易号:20181204223741520bab00020","p7_Mp":"/js/2088722652882161/D2018112614263470","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"ee064a3faa18deeaf4ae9d19627c74b5"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042238252124yqeg18g&p3_Amount=20.00&p4_Cur=1&p5_ProductName=%E5%A5%8E%E5%B1%AF%E9%94%A6%E7%91%9E%E7%A5%A5%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223741520bab00020&p7_Mp=%2Fjs%2F2088722652882161%2FD2018112614263470&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=ee064a3faa18deeaf4ae9d19627c74b5
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888105000005221","p2_OrderNo":"201812042238327894yqeg19j","p3_Amount":"100.00","p4_Cur":"1","p5_ProductName":"德清莫干山,业务交易号:20181204223750990bab00037","p7_Mp":"/js/2088122564678926/D2018112214127930","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"7768bd7184d92b5e5b5fac8c4b9a6e7f"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888105000005221&p2_OrderNo=201812042238327894yqeg19j&p3_Amount=100.00&p4_Cur=1&p5_ProductName=%E5%BE%B7%E6%B8%85%E8%8E%AB%E5%B9%B2%E5%B1%B1%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204223750990bab00037&p7_Mp=%2Fjs%2F2088122564678926%2FD2018112214127930&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=7768bd7184d92b5e5b5fac8c4b9a6e7f
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042241117524yqeg18g","p3_Amount":"203.00","p4_Cur":"1","p5_ProductName":"上海梦腾商,业务交易号:20181204224059288bab00020","p7_Mp":"D2018120214454193","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"7a37dce8732bfe3efa78e5972e78a5ff"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042241117524yqeg18g&p3_Amount=203.00&p4_Cur=1&p5_ProductName=%E4%B8%8A%E6%B5%B7%E6%A2%A6%E8%85%BE%E5%95%86%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204224059288bab00020&p7_Mp=D2018120214454193&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=7a37dce8732bfe3efa78e5972e78a5ff
||35.194.228.20||传入资料-json:{"p0_Version":"1.0","p1_MerchantNo":"888103700002520","p2_OrderNo":"201812042241168484yqeg18g","p3_Amount":"200.00","p4_Cur":"1","p5_ProductName":"平潭综合实,业务交易号:20181204224050229bab00020","p7_Mp":"/js/2088022905746649/D2018112614253294","p9_NotifyUrl":"http://35.201.254.106/callback/BabJoinpayback.php","q1_FrpCode":"ALIPAY_NATIVE","q4_IsShowPic":"1","hmac":"1db4e9e0e524e641b5062af706667e0d"}传入资料-原始:p0_Version=1.0&p1_MerchantNo=888103700002520&p2_OrderNo=201812042241168484yqeg18g&p3_Amount=200.00&p4_Cur=1&p5_ProductName=%E5%B9%B3%E6%BD%AD%E7%BB%BC%E5%90%88%E5%AE%9E%2C%E4%B8%9A%E5%8A%A1%E4%BA%A4%E6%98%93%E5%8F%B7%3A20181204224050229bab00020&p7_Mp=%2Fjs%2F2088022905746649%2FD2018112614253294&p9_NotifyUrl=http%3A%2F%2F35.201.254.106%2Fcallback%2FBabJoinpayback.php&q1_FrpCode=ALIPAY_NATIVE&q4_IsShowPic=1&hmac=1db4e9e0e524e641b5062af706667e0d
